"Gita Vatika
",14
"digital library of india
",936
"Chun’daavanalaal Vamo
",1
"Padma Singh Sharma
",2
"Jag Pati Chaturvedi
",2
"Lok Bharti Prakshana ,mahatama Gandi Marg
",1
"कृष्णनन्द
",1
"Gupt, Babu Jayramdas
",2
"J. B. Rine
",1
"Choudhary, Prof. C.m.
",4
"Shafique Ahmed Sharifi
",1
"Muhammad Shayeed
",75
"Goswami Tulsidas
",8
"Sarvahitkari
",167
"Shree Jaisakaher Suri
",1
"Sharma Indrasen
",6
"Radhe Syam
",16
"निदा फ़ाज़ली
",1
"Rammuni
",1
"Rai Bahadur
",7
"Shaah Ramesh Chandr
",1
"Manish Shrivastava
",21
"ANATOLY ROGOZHKIN
",1
"Sarasvatii Svaamii Abhayaananda
",2
"Sanmati Gyan-peeth Agra
",2
"Muni Sudarashan
",2
"Lal Kavi
",2
"Jainath
",1
"SUVRATSUT
",866
"Wilson David Alce
",2
"अशोकजी
",2
"Nathu Ram Premi
",4
"Rakesh sir
",51
"Rav C N R
",2
"Pana Lal
",3
"Amartya Sen
Teri Library
",1
"Dr. Janli Prasad Sharma
",1
"Pankaj Bishtt
",1
"Prasad,jay Sankar
",3
"Singh, Ratna
",6
"Muni Raj Vidhya Vijaye
",1
"सी.एल.आर
",3
"Raju Srivastava
",413
"Tilakaraamajii
",1
"Dhivedii,shivaprasaadad
",7
"Awadesh Singh
",1
"Pandit Jawahar Singh
",2
"Rangey Raghaw
",3
"Cug̲h̲tāʼī, ʻIṣmat
",1
"Varma Prakash
",1
"Shri Akhilendra Chandra Ji Maharaj
",1
"Sudirkumar
",2
"Ramawatar Mishra
",3
"Shaastrii Vishvabandhu
",2
"Umakant Malviya
",3
"Dr.kamalakar
",1
"Sitaram
",8
"K. Bashudev Shastri
",1
"Tripati Ramnaresh
",1
"Kaula, Mānava, author
",1
"Chaudhari,dr.satyadev
",1
"R. K. GUPTA
",1
"DesHaryana
",18
"Sharma, Vinay Mohan
",4
"Saxcena, Shambhudayal
",1
"bimal chattarjee
",28
"मैक्स
",7
"Ratnchand Ji
",1
"Annaram Sudama
",7
"Manak Chand Rampuria
",7
"Vatas Rajendra Singh
",3
"Menra, Balraj Comp.
",1
"Koushik,gopalprasad
",2
"srinath singh
",23
"Tanmay
",1
"Surendra Pal
",1
"Indra Narayan
",1
"कन्हैयालाल
",3
"राजीव अग्रवाल, नीलम कुशवाहा (RAJEEV AGRAWAL, NEELAM KUSHWAHA)
",1
"Shukl Vidyabhaskar
",1
"Jain, Roshanlal
",2
"G.m.gethorne Hardi
",3
"Muni, Ginvijay
",3
"Nagendra
",19
"Siven Chattopadhyay
",1
"Muhammad Sagir
",2
"Sudharmswami
",2
"रोमा
",1
"Srikrishna Tiwari
",1
"Ram Das Tiwari&amp; Raj Kumar Gupta, Shri Niwash Bhatt, Jogendra Nath Mishra &amp; Anil Kumar De, Murli Dhar Lal Shriwastav&amp; Aaditya Nath Bhatnagar
",1
"B.k.verma
",1
"Bhartendu Babu Harishchand
",1
"Devakarand-a Ji
",1
"Digital Library Of India cdac Noida
",385
"Bachchan
",15
"Dr. Kastoorchand Kasliwal
",4
"Godara, H.r.
",2
"Shriarvind
",38
"Kella Bhagwan
",1
"Prof. Tahir-ul-Qadri
",31
"Jain,rajendra Kumar
",1
"Jaishanker Persad
",1
"Premchand
",105
"Dr. Abdul Ajij ’archana’
",1
"Qs-i Gupdt Parameshavariiprasaada
",1
"vinooda raayanaa
raajesh utsaahii
kavitaa suresh
t'ulat'ul vivshaas
",23
"Ncert
",67
"www.DiscoverSikhism.com
",255
"Gurudatt
",5
"Dr. Nathulal Sharma
",1
"प्रतिमान CSDS VOL 10 
",1
"Sharmaa Rn’jan
",1
"Saraswati Prakashan Mandir New Bairahana Allahabad
",1
"Chamupati
",4
"Balduwa Balkrishan
",1
"Goleri Chand Sharma
",1
"Sudarshanaashrii
",8
"वाजपेई, नन्ददुलारे
",2
"Varerkar Mama
",1
"Anandalingam G.
",1
"Govt. Of India
",28
"Ramanlal
",1
"Udayshankar Bhatta
",5
"Bharat Sarkar
",140
"Mishra, Lakshaminaraya
",1
"Mohataa Devendraraaj
",3
"Sadhna Gupta
",1
"Dr. Durga Prasad Agrawal
",1
"Chaturvedi Dwaraka Prasad Sharma
",1
"Khanna Shanti
",1
"Goyaliya, Ayodhyaprasad
",13
"Pathik, Shaligram
",1
"Srii Chantirikaachariya
",1
"Swami Brahmavidyananda
",42
"Gaan’lsavadau Jaan’n
",1
"Bhartiya Gyanpeeth , Kaashi
",1
"Chartuvedi Banarsidas.
",3
"Prabhakar, Vishnu, 1912-2009
",1
"Premshankar
",2
"Prem Chand Jain
",2
"Pu . Sharabhaachaaya
",1
"Chatursen
",9
"Singh,govind
",2
"Padam Singh Sharma
",2
"Bhagavaticharand-a Varma
",1
"Balraj Madhok
",2
"सुभद्रादेवी
",1
"Param pujya Gurudev
",4
"Sharmaa Tʼhaakuradatt Vaidya
",5
"एम्मा
",6
"Dr. H. L. Jain
",1
"Singh,anugrahnarayan
",1
"गुप्त, चन्द्रिकाप्रसाद
",2
"Manju Gupta
",1
"Nimbarka Sampradaya
",9
"Author: Maharshi Vedvyas, Editor: Harikrishnadas Goenka
",1
"Prem Chandra Srivastava, Dr. Prakash Pandey , Rajeev Sing , Amal Kr. Gupta ..
",1
"Visavmbhar
",2
"Sobha Charitra
",1
"Pansikar,vasudev Lakshaman Shastri
",2
"Melander Axel Leonard
",1
"DR. RAVI LRISHNOTRAY
",1
"Vidyaln’kaar Vn’shiidhar
",2
"Navjeevan Pustakmala, Prayag
",1
"sudhanshu
",1
"K.V. Paliwal
",1
"Mishra, Niranjan
",2
"Raambilaas Shaarma
",1
"Ved Murti
",4
"संपादन: अंशुमाला गुप्ता
",6
"Babu Surajbhan
",1
"Edasseri Govindan Nair
",1
"Yagyik, Mayashankar
",1
"Vyathit Hrayday
",2
"बी. मिलर
",1
"वर्म्मा, बलदेव प्रसाद
",1
"Choranya Dineshnandni
",1
"Sunil Dutt Vashistha
",1
"Deshmukh, Chintaman Dwarkanath
",2
"Vijay Prakashan, Mathura
",1
"Shastri,ramswaroop
",1
"Udayshankar Bhatt
",11
"Uma Kant Malviya
",1
"Dr Kaushal Kishore Shrivastava
",8
"Vinod Raina
",63
"Arya,l.gyanchandra
",1
"Hindustani Academy Allahabad
",17
"Divedi, Shanti Priya
",2
"Shrama Dr. Ramvilhs.
",1
"Pathak, Ramadhar
",2
"Bhartiya Gyanpith Kashi
",1
"Shrii Raavii
",1
"Balsavar, Deepa
",2
"Pandey Gaynachary Avinashchandra.
",1
"Dr.suniti Kumar Chatujarya
",4
"Kumari Raj Sondhi
",1
"Chhipa, Dr. M. L.
",2
"Varrmaa Shaantiprasaada Ema E
",1
"Dr. Govind Chandra Pandey
",2
"Asia Publising House
",1
"Svaamiinaathan Miinaa
",2
"Brijballabh Hariprasad Ji
",1
"आचार्य दीपक कृष्ण शांडिल्य
",1
"Khedaval, Pt. Devkinandan
",1
"Lal Makkhan
",4
"Bdthawal, Pitambardutt
",2
"Sharmaa Bhiimasen
",16
"Upadhaya, Bhavatsaran
",2
"H.n. Singh
",1
"Maharishi Ved Vyas	Shri Kalki Bal Vatika
",1
"Muni Laxminarayan
",2
"गोपाल प्रसाद मुद्गल
",1
"Wikipedia
",352
"Dr. Ray Govindchandr
",2
"Molloy E.
",1
"Shastri Buddhinath Sharma
",1
"Shivratna
",5
"Sridhar Pathak
",2
"मैक्सिम गोर्की
",10
"Jainacharaya
",2
"इटली की  लोककथा
",1
"Rationalist Society Haryana
",47
"Lovely Professional University
",1
"Narsingh Chantimad Kelekar
",1
"Narulankar Sahnta
",3
"अनाम 
",79
"Author Mayank Saxena ""HONEY""
",3
"Shri Sumeruchandra
",1
"कौटिल्य
",1
"Ashant Tripathi
",2
"Upendranath Ashk
",7
"Upendra Ashk
",1
"Ramakant Shukala
",1
"Mahaaviir
",15
"Sri Krishna Bihari Mishra
",1
"Parasnath Tiwar
",1
"Suman, Ramnath
",5
"Ganesh K N
",2
"संपादन : डॉ. वी. एन. भावे
",1
"Parashu Ram Mahrotra
",1
"Vidya Bhaskar
",1
"S K Chaturvedi
",1
"Jain, Yashpal
",12
"Singh,sumer
",5
"Bhatanagar, Ramratan
",5
"Mahaadev Haribhaaii Desaaii
",2
"Munni Shukla
",1
"Maaheshavarii Em. Sii.
",2
"NCERT
",60
"Achariya Tulsi
",10
"Joshi,dr.mahendar
",1
"J. Mcv. Hunt .
",1
"Vidyaalankaar Krxshhnd-a Chandr
",1
"Shastri, Pr. Dr. N. C.
",2
"कृष्ण कुमार
",20
"Bansal,ratanlal
",3
"Poddar, Hanuman Prasad
",17
"Pandurang Jawaji Nirnaya Sagar Press Bombay
",1
"संपादन डॉ. मस्तराम कपूर
",1
"भाषान्तर: पूर्वा याज्ञिक कुशवाहा
",65
"Vaidh,shankarlal
",2
"Param pujya gurudev
",2
"स्वामी रामतीर्थ
",41
"shailendra pandey
",1
"Kuśavāhā, Rāmanareśa, 1962-
",1
"Valmiki
",7
"Ram Chandra Tiwari
",3
"Singh Madhukar
",1
"Malvika, Dr. Vidhawati
",2
"Mahendra
",4
"Govind Ballabh  Panth
",2
"Arshad Ali Khan
",2
"Srimati Priyambada Devi
",1
"ओमानन्द सरस्वती
",2
"Vasudeva Sharana Agrawala
",22
"Desai, Moolshankar
",6
"Singh, Parmeshvarprasad
",1
"Visvabandhu
",8
"Prannath Vidyalankar
",2
"Choudhary Ramnarayan
",1
"Gandhiji
",25
"Basudev
",1
"Maharaj, Hastimal Ji
",1
"Dr. Umesh Mishra
",3
"Swami, Vaidanand Tirth
",1
"Kān̐kariyā, Madhu, 1957-
",3
"Sharma, Motilal
",13
"Shrivastav Narayan
",1
"J.p. Tripathi
",1
"Nyayatirtha, Munnalal
",1
"Vishveswar Naath Rao
",1
"Matabadal Jaiswal
",1
"Pandit Shriram Sharma Acharya
",139
"Vaibhav jagtap
",29
"Prof. P. Maheshwari, Krishna Bahadur &amp; Vinod Kumar Shrivashtav, Krishna Bahadur &amp; S. Rangnayki, S.l. Kalla
",1
"Sanay Sanhyalal Qha
",1
"Sharma Hazarilal
",1
"बंगाली लोककथा
",3
"Moore Herbert
",1
"Shyam Sunderdas
",3
"Udaisagarji
",1
"Ganga Pustak Mala-karyalaya
",1
"Karl August Hermann (1851-1909)
",1
"Dr Upaddhay Visvmitra
",2
"Doshi, Manak Chand
",1
"लाल, हरिवंश
",1
"Hatibans Khochar
",1
"लेव तोलस्तोय (Lev Tolstoy)
",7
"Mratumjayaprasad
",1
"Dhirendra Verma
",22
"ak
",1
"Sahal, Krishnabihari
",2
"Kathavachak, Radheshyam
",1
"Chtursen
",2
"Ratan Muni
",1
"Siddhantshastri, Kailash Chandra
",1
"Mehataa Gn’gaprasaada
",2
"Sharma, Munshiram
",1
"Naval Nandakishore
",2
"Jawaharlal Nehru
",5
"V. ZITOMISKRI, L. SHEVRIN
",1
"K. Gh. Mashruwala
",2
"Brajaratradaas
",3
"Mahen P
",1
"स्वामी श्री अखण्डानन्द पुस्तकालय 
",226
"Bainiram Bookseller Arya Pustak Bhavan Agra
",1
"Dr.singh Udaybhanu
",1
"Shri Sabhsidhi Shashtra
",2
"D.g.tendulkar
",1
"Bhagewat
",1
"Viyogi Hari
",35
"Snatak Vijyendra
",1
"Jadunath Sarkar
",3
"डॉ. नरेंद्र दाभोलकर
",3
"http://salfibooks.blogspot.com
",37
"Hanuman Parsad Podar
",4
"Shri Indralal Ji
",2
"Dr.mukund Swaroop Verma
",1
"Sharma,hamdev
",1
"Sri Sitaram ’tarun’
",1
"Priyawart Vedwachspati
",3
"Mosle,lionard
",1
"Vijyendra
",1
"एग्निया बार्टो
",1
"Anand Prakashan Varansi
",1
"Mahadev,joshi
",1
"Jayashaankaar Tripathi
",1
"Rajni Panikar
",1
"बालसाहित्य
",69
"Dikishit, Shankar Prasad
",3
"Anup Kumar
",1
"PANCHTANTRA
",3
"Gita Press Gorakhpur
",22
"Radha Krishna
",3
"Pundit Raja Ram
",2
"Mhanti Gopinath.
",1
"Ravishankar
",1
"Ganesh Prasad
",4
"Dr. Bhagirath Mishra
",1
"Dr. Sanjiv P. Desai
",1
"Prof. Kashi Nath Dhar
",1
"The Ummah Technology Mission
",2
"Khatri, Deenanath
",1
"Sundarlal
",4
"Unknown
",46
"Mishra, Vishvanath
",1
"Rathod, Achal Singh Lalji
",1
"साने गुरूजी
",1
"Dr. Indira Rani Rao
",1
"Pandit_nityananda_panta_parvatiya
",1
"स्वामी श्री रामहर्षण दास जी
",31
"Jaichandra Vidyalankar
",3
"Padhanarayan Acharya
",1
"Saha,m.l
",1
"Pradhyumna Kumar
",2
"Munshi Lal Gupta
",1
"मराठी : अश्विनी
",1
"Daadhiichapand-d’ita Shivadatta Sharmand-aa
",1
"Shri Shanti Suri
",3
"Bharat Prakasan Nagpur
",1
"Shyam Sundar Das
",3
"Madan, Indranath
",2
"Bharil. Hukam Chand
",1
"Muni Shri Nagaraj Ji
",6
"Swami Vivekananda
",12
"Jain, Gyanchandra
",2
"सुनीती रावत
",1
"Balu Puri Sagar
",1
"Pradhaan Es.
Pavaar Hanumaan Sinh
",1
"Tarun Bharat Press Patna-4
",2
"Bardi Kebraybaye
",1
"Mishr Raamachandra
",1
"Varadaraja
",3
"Dr. Vinod Bala Sharma
",2
"Satyabhakt
",6
"T.ganapati Sastri
",2
"KEN BLANCHARD AND SPENCER JOHNSON
",1
"Atmaraj Ji
",5
"Verma, Ramkumar
",9
"Dr.kamla Bharati
",1
"Anita Singh
",3
"Mishra, Srikeshav
",2
"Satwalekar, Shripad Damodar, 1873?-
",5
"Maithalisaran Gupt
",4
"Shastr,kelash Chandr Dev
",1
"Khare Ganesh Hari
",1
"Sanskratyayan, Rahul
",4
"Sharma,  Ravisankar
",1
"Saahitya Bhavan Limit’ed’a, Prayaag
",6
"Visharad, Pt. Devendra
",1
"Sripad Damodar Saatavlekar
",1
"Yagoda Herman
",1
"बिस्मिल्लाहिराहमानि रहीम
",1
"Haidari, Haidar Bakhsh, d. 1828
Qadiri, Muhammad Khudavand
",1
"Vyas, Bhavani Shankar
",2
"Ramswaroop Chaturvedi
",1
"Ram Prasad &amp; Sons
",1
"Kesri Narayan Shukla
",2
"HIRA PUBLICATION
",3
"Tiwari,jaganath
",1
"Kush Chaturvedee
",1
"Vivekaananda Svaamii
",18
"Dr. Muralidhar
",1
"Ra Sheishhashaayinaa
",1
"Yadavchandra Jain M.a.
",1
"Mishra, Keshabprashad
",2
"Tripathi Doniram
",1
"गुप्त, केदारनाथ
",1
"अज्ञात
",10
"Xx
",22
"Dr.ramnath Sharma
",1
"Sri Vani Vilas Press Srirangam
",19
"Bihar, India (State) Public Relations Dept. [from old catalog]
",1
"लू शुन
",1
"जोगा सिंह विर्क
",5
"Mahakavi, Kalidas
",2
"Upadhyay, Amar Muni
",3
"Dr. Krashan Lal
",2
"M P Shrivastava
",2
"Maharaj, Anand Swami Ji
",2
"Dayashankar Mishra
",1
"PDL
",1
"Verma,ramchandra
",1
"dr-ved-prakash-upadhyay
",1
"अनाम
",143
"Sudhir Kumar Mukharji
",1
"Varni, Kshu Jinendra
",1
"Pandit Aayudhya Singh Upadhayay, Hariaaoudh
",2
"Vyas, Rajendra Prasad
",1
"Dina Narayan Agrawal Bookselar
",1
"Tenali Raman
",5
"Singh Shiv Prasad
",1
"Bholenath Tiwari
",1
"Dr.nandkishor Sharma
",1
"Bana Vamana Bhatta.
",2
"Gopal Acaray
",1
"Prabhudayal Agnihotri
",1
"Mannan Dvivedi
",1
"Swapna Sexsena
",1
"Sumitra Nandan Panth
",7
"Sri Durga Shankar Prasad Singh
",1
"Krishna Chand Varma
",1
"Shambhu Prasad Bahuguna
",1
"The Yasna, Visparad; Afrinagan,gahs, And Miscellaneous  Fragments
",1
"বৈদিক
",2
"Prabhakar, Manohar
",1
"Govinda Ghanekar
",1
"Bhawati Prasad Bajpayee
",1
"Aroda, Shrinarayan Prasad
",1
"Maharaj, Jethmalji
",3
"Anchaliya,indrachand
",2
"Hassaan Raza Rayeeni
",4
"Manjula Shukla
",1
"Phool Dev Sahay Verma
",2
"डेमी
",3
"Raghv Dr. Rangey.
",3
"Digital Library of India
",316
"Mahaakavi Vaalmiiki
",3
"वैल
",5
"Shah, Deepchand
",1
"Sanjay Kumar
",3
"Chat’ajau Bn’kimachandra
",1
"Nandram
",1
"Uday Shah
",7
"अनीता
",4
"Shastri, Moolchandra
",1
"Jain, Surajmal
",8
"Mahadevi Verma
",13
"Jyoti Sahagal
",1
"Bhramwadut Sri Sukhanand
",20
"Babu, Raybahudar
",1
"Dok, Josef J.
",1
"शर्मा, भीमसेन
",15
"ऐनी टर्नर
",1
"Dr. ILN Chandrasekhar Reddy
",1
"Ramnaresh Triphati
",1
"Mal, Hasti
",1
"Vasu Nagendrnaath
",12
"Sudha Tiwari
",1
"Shanti Chaudhary
",1
"Radha Krisna Das
",1
"Shastri Devedndramuni
",1
"Nand Kishor
",1
"Girishchandra Ghosh
",1
"Benipuri,ramvraksh
",1
"Mhanorlal
",1
"Baan’t’hiyaa Kastuuramal
",1
"Dr. Ram Gopal
",2
"दीपक रूहानी Deepak Ruhani
",1
"Maachave Prabhaakar
",1
"Aasthit
",2
"Agyey
",7
"Siddhanath Singh
",1
"Onkar Sharad
",6
"Mehatā, Lajjārāma Śarmā
",1
"Sumitranandan Pant
",11
"Sastri Y. Mahalinga.
",1
"Hari Ram
",1
"रमेश दवे
",1
"जूलियस फुचिक 
",1
"Mehta,chatar Singh
",2
"Kalra,sudha
",1
"Dr. Boolchand
",1
"Birendramani Tripathi
",1
"कैथरीन क्रोहन
",1
"Deenanath, Dinesh
",1
"Acharya Chandra Sekher  Sastri
",1
"Dr.bhagwan Das
",2
"Suri,vijay Rajendra
",13
"Reddi K S
",2
"Hari Bhav Upadhyay&nbsp;&nbsp;
",1
"अज्ञात 
",10
"Chatuvaidii Raamasvaruup
",1
"Aseem Srivatsava
",1
"K.ruben
",2
"Pant,sumitranandan
",3
"K. Subbarao
",12
"शास्त्री, नेमीचंद
",1
"Vashrney Lakshmisagar.
",2
"Jain, Hukmichandra
",1
"Ramlal
",4
"Jainmitra
",4
"Pandit Sobha Chand
",3
"Chturvedi,parsuram
",4
"Baamhanakii Bet’ii
",1
"Pa. Depchand Ji Sah Kaslibal
",1
"Dr Bhushan Lal Kaul
",1
"Rajesh Prakashan-mandal
",1
"Mishra, Satya Deva
",2
"Chaturvedi,ramsavroop
",1
"Upadhyay, Badari Narayan
",1
"Tolsatoy
",1
"Acharya, Shubhchandra
",2
"Vidyaalang-akaar Abhay
",2
"Balchandra
",1
"Jagmohan Sinh
",1
"Jain,hiralal
",2
"Shanti Priya Aatma Ram Ji
",1
"Satpanth Prakashan Samiti
",2
"Raghuraj Mohan
",1
"Khan Amzad Ali
",1
"Raghuvanshlal Gupta
",1
"Aroṛa, Natāśā, author
",1
"Moreland, W. H.
",1
"Pandit,gurushaya
",1
"Pandit Padmakant Ji Malviya
",2
"Dr Dhanpati Devi Kashyap
",1
"Jain,mahendra Kumar
",3
"Pt.jagdeesh Jhan Vimal
",1
"Amolachandra Shuklaa
",1
"Kumar, Pradeep Ed.
",1
"Oktaa Raajavallabh
",1
"Narottam Vyas
",1
"Avasthii Bhagavanadaas
",1
"Mishra Raamanaaraayaand-a
",91
"Shalendu Nath Mishra
",1
"पेट्रीसिआ
",1
"Prasant Kumar Singh
",1
"Maheshvari, Dr. Heeralal
",2
"वसु, नगेन्द्र नाथ
",8
"Tondon Ramchandra
",1
"Vidyalng-kaar Prxthviisin’h Mahataa
",1
"Prem Nath Prem
",1
"Shri Bal Chand
",2
"पेट्रीसिया
",6
"Kumar,jainendar
",2
"Acharya, Majjvahira
",6
"J. KRISHNAMURTHY
",13
"Dr. Premchand Jain
",1
"Allama Najmul Hasan Kararvi  through Al HasIslamic Centrenaim
",1
"Centre for Policy Research
",1
"खारिज करने के लिए फ़ाइल
",4
" योना 
",1
"Singh,shambhunath
",1
"Ghanshyamdas Jalan
",8
"Kohli,narendra
",16
"Nirupamaadevii
",1
"Rama Nath Tripathhi
",1
"Brajaaratnaadaas
",2
"Lucknow Bishwalay
",1
"Prem M Sinha
",1
"ashok
",36
"Madan Gopal
",6
"Raamnaaraayana Laala Beniiprasaad, Prayaaga
",1
"Aacharya, Jaindharmabhushan
",1
"Swami Akhandananda Saraswati
",36
"Bhagavaddatta Shishu
",1
"Adhikari Mahavir.
",1
"Sudhakar Sharma
",1
"Jainendrakumaar
",7
"Multiple
",1
"Mama Vrerkar
",1
"Sharma, P. Gopal
",10
"Granth Academyold Dariya Ganj New Delhi
",1
"Ballabhaadhiish Gosvamii Dixit
",2
"Pandit, J.p.choudhary
",1
"Yadvendra  Sharma Chandra
",4
"Sharma,shivsharan
",2
"Chavinath Pandey
",2
"M.r Anand
",1
"Luxmi Narayan Mishra
",1
"Shayamsurdass B.a,
",1
"भोला
",2
"Dr. Chandrabhan Rawat
",1
"Dr,varma,vrejsavar
",1
"Bowley, W
",1
"Janki Devi Bajaj
",3
"Guptā, Anitā, author
",1
"SARAI CSDS
",1
"Iswar Prasad Verma
",1
"Indian Press Ltd. Allahabad
",5
"Maheshwari, Laxmanswarup
",2
"Kundkund Swami
",1
"Parsuram Chaturvedi
",1
"Mahajan, Yashpal Ed.
",1
"Tripati,suryakant
",4
"Nepal Rajkiya Pragya Pratisthan Kamladi Kathmandu
",2
"Umashankar Shukla
",2
"Siital Sohan Sinh
Sudiip
",2
"Dhanyakumaar Jaun
",1
"Musalgavkar,v.b.
",2
"रानी साहिबा
",1
"Bhagwan Das
",5
"Aatmaram G
",6
"Shri Lal Khatri
",2
"Sheetal Prasad
",1
"भन्साली, जेठमल
",1
"Gandhi, M.k.
",12
"A Chekav
",1
"Abhishek
",1
"सर्वेश्वर दयाल सक्सेना
",4
"Shraddhaanand Svaamii
",2
"Mahabeer Prasad Agarwal
",1
"Ramratan Bhatnagar
",6
"भांथिया, मोहनलाल
",1
"Vidyaalang-akaar Krxshhnd-achandra
",5
"Adhadat Thakur
",1
"Nlinvilochan Sharama
",2
"Raval, Ramsingh
",1
"Sri Prakashsingh
",1
"Rajkamal Prakashan Pvt.ltd
",1
"Garg Laxminarayan.
",3
"Anjariya Himmatlal Ganeshji
",1
"Krishna Lal
",4
"Choudhri,ramnarayan
",1
"Mahatma Narayan Swami
",1
"Babu Avinas Lal
",1
"Prof. Vishuddhananda Pathak
",2
"Naffo
",1
"Acharya Chatursen Shastri
",2
"Singh Visvnath
",2
"Sahitya Sadan, Jhansi
",1
"अब्दुलरहीमखानखाना
",1
"Satweleker Shri Pad Damoder.
Sanskrit Phat Mala
",1
"Ramchandra_patak
",1
"ओलिविआ फ़्रेज़र
",1
"Kavi,raj Sundarji
",1
"Brajendra Nath Pandey
",1
"Shah, Dheerajlal
",1
"Liyo T’aalst’aay
",1
"Ashraf, Tabassum
",1
"Hindi Pracharak Pustakalya
",2
"Arora, Narayan Prasad
",5
"Vijaydarshan
",1
"SPENCER JOHNSON
",1
"Dr Siya Ram Tiwari
",1
"Gigyasu,mohan Lal
",1
"Bhave,vinoba
",16
"Hariharnath Tondon
",1
"Achariya Shri  Sidhsain Dewakar Virachit
",1
"Laxmikant
",2
"Upadhyay Baldev
",1
"Sudrashan
",4
"Chaturvedi, Satyendra
",2
"Devaraaj
",5
"एकलव्य
",78
"Sharma, Dr. Sarnamsingh
",4
"Udai Prakash Arora
",1
"Naviin Baalakrxshhnda Shammraa
",1
"Bhati Uday Shankar
",5
"Sri Swami Dayanand Vichrit
",1
"Udaya Prakāśa, 1951-
",1
"Vibrant Pushti
",59
"Vani Mandir Amptal Road Lahore
",1
"प्रेम जनमजेय
",1
"Dr H R Raidas
",1
"Pandita Jagannaath
",1
"Raay Amrxt
",2
"Roy, Janardan
",2
"Jaishanker Tripathi
",1
"Singh Sankar Dyal
",1
"एलिजाबेथ
",2
"Suboth Kumar
",1
"Phool Kumari Maherotra ,philkhana
",1
"Tiwari,udainarayan
",1
"Hari Bhushad Gupta
",1
"Unknown great man
",1
"Bikshu, Aanand Kaushalyayan
",1
"गदाध
वर्म्मा, राम कृष्णा
",1
"Devii Shivaraanii
",1
"India
",22
"Arvindam Socity Pandicheri
",2
"Shastri, Suryakant
",2
"Guptā, Maṅju
",1
"Tripathi Ramnaresh
",3
"Sheshhagiri En
",1
"Dr. Raj Kumar Agrwal
",1
"Shambhu Singh
",2
"Satavalekar, Damodar
",2
"Hira Lalo Jain
",1
"Kohli, Narendra, 1940-2021
",1
"Mahatma Bhagwandeen
",2
"Anant
",3
"दास, गंगाविष्णु श्रीकृष्ण
",1
"Upadhayay
",1
"Keshav Prasad Mishra
",1
